Referencia	Referencia Completa	Digito Verificador
445345308158	4453453081587
754792733	7547927334
4409514146	44095141469
81096563933	810965639334
19764398066094	197643980660948
4979307	49793071
446757696197602	4467576961976022
4731503	47315038
03755794013622256	037557940136222566
6435618794857	64356187948578
35504066	355040668
59216462	592164628
9740171589275086	97401715892750864
5980571950	59805719503
507713	5077136
813122	8131229
96525323014657592	965253230146575925
49601544082532	496015440825320
846792635	8467926353
89276903145	892769031451
49787238101929	497872381019290
4985953985796687	49859539857966879
5753360	57533603
5052891834944283	50528918349442831
17812906023441	178129060234419
4964315	49643153
1956921291263350	19569212912633504
526947	5269477
83938820536764760	839388205367647608
5371652	53716521
34828155951220604	348281559512206044
144678885729927	1446788857299274
72944224	729442244
030133162	0301331627
42190859563293536	421908595632935364
70410050716	704100507167
38531505809700	385315058097004
268196	2681963
82333569909441004	823335699094410044
2100301781266	21003017812666
8700825174403	87008251744036
37561598678527	375615986785279
663095923112	6630959231125
1518038503	15180385039
7710518338	77105183386
955006288318	9550062883181
907824995955	9078249959559
858225199878	8582251998786
5802685546597423	58026855465974231
17887478521	178874785210
0024459	00244596
665195455980678	6651954559806788
919159218914	9191592189144
1440427	14404272
2038506771775974	20385067717759742
9194867	91948674
714617257814784	7146172578147844
020434	0204347
150960118	1509601182
6330852	63308524
195199	1951995
269334538603733	2693345386037335
0829508	08295089
300131891721585772	3001318917215857720
11668266	116682667
094635074360894713	0946350743608947136
052552413132772	0525524131327725
6781279214217	67812792142179
4312508793596	43125087935962
72138278	721382786
5319193325878296	53191933258782960
709767284806	7097672848065
4682025268710	46820252687106
54346232113955186	543462321139551864
56766046386965	567660463869657
166526	1665264
676750553	6767505534
7863715296603074	78637152966030740
336830144932265	3368301449322656
641279931074882541	6412799310748825410
83189945621782045	831899456217820454
965437368	9654373683
649988658429828064	6499886584298280645
827985	8279853
1865934171	18659341715
7641321297	76413212978
508051043522	5080510435222
353795	3537958
1599055467919517	15990554679195178
57638945210246813	576389452102468138
06775550	067755504
71134615	711346155
598427581726	5984275817260
3209886606238093	32098866062380936
494417313495438	4944173134954385
11035364203	110353642031
7452562	74525626
778612288058949393	7786122880589493936
0758503757706	07585037577067
43989391800619040	439893918006190409
57467197	574671970
8654653475	86546534750
641482924066189	6414829240661892
53171859932	531718599324
838269629310607	8382696293106070
2607157	26071571
50236825965220065	502368259652200650
6112140	61121408
0703443960	07034439609
0346546459217053	03465464592170534
25949193041561471	259491930415614716
102337349235256563	1023373492352565633
931064	9310640
92937253222175	929372532221752
283190462494880114	2831904624948801147
0903501	09035019
572348	5723481
381647073952573481	3816470739525734810
4637699	46376991
412653410660930	4126534106609308
276859	2768596
295433306353	2954333063531
88496060832266193	884960608322661938
1661974640647	16619746406472
439523686768829	4395236867688294
85116900114065306	851169001140653060
734966869	7349668695
23789364819023121	237893648190231216
01274677	012746772
54050523895614262	540505238956142626
987240637	9872406370
394645798617039599	3946457986170395999
0018095643837	00180956438374
832102346921519111	8321023469215191117
7386737605278068	73867376052780684
2718269	27182691
1687448211348540	16874482113485402
17792206062	177922060624
330020845747	3300208457474
199917938502635	1999179385026351
2578697316675454	25786973166754544
436881374440471663	4368813744404716638
938708557022536	9387085570225369
665359	6653596
228954637	2289546375
778247645	7782476458
712187060317054	7121870603170544
7290466490744	72904664907441
9399842507	93998425073
13447760	134477603
103895301715	1038953017158
9321887989641895	93218879896418951
1369366	13693666
9733841750474	97338417504747
6703277546173501	67032775461735019
695816	6958169
456361199973879655	4563611999738796553
76217648777757	762176487777571
4866518867762	48665188677625
539403280	5394032807
82431601026167183	824316010261671838
4172305334	41723053348
1844504	18445041
333103642	3331036424
06342825852476830	063428258524768301
28428823	284288230
1774966623056231	17749666230562314
7112906159679	71129061596795
2308494	23084948
209499797287109	2094997972871093
298691	2986917
3573677	35736775
09175564167	091755641674
28574009	285740098
6983969385366698	69839693853666984
48209442231	482094422313
695164981	6951649817
2469647094	24696470947
7644660	76446609
08898787677934755	088987876779347559
635099991	6350999916
464799736375605429	4647997363756054293
6030248940294613	60302489402946135
83652709180518698	836527091805186983
448769603949900	4487696039499000
2859403274042157	28594032740421579
737236	7372360
735170990	7351709905
3255320510646	32553205106468
15823427535957693	158234275359576935
69270396301537155	692703963015371550
855077	8550774
61351440977371	613514409773719
193952	1939529
612645	6126452
9830753960781400	98307539607814002
52765263	527652630
37787122250111336	377871222501113360
113498477315	1134984773156
714278491665340	7142784916653404
659081767	6590817677
52948412	529484123
24615979	246159792
0841682	08416822
71945265630148099	719452656301480995
607954145915251916	6079541459152519163
222622001	2226220012
46365958522002562	463659585220025626
685081	6850812
689841519817	6898415198176
5339359	53393594
4666590720950	46665907209503
6825315426	68253154261
414643	4146437
4709574	47095748
997798827	9977988275
719993200	7199932006
6941835	69418350
221444362	2214443625
2236452	22364521
06115102256	061151022564
945763146553	9457631465534
302282899930765639	3022828999307656391
129141273769	1291412737698
71498901410	714989014103
165168128389959	1651681283899591
675145	6751457
4982213642452223	49822136424522238
91214657483096	912146574830962
1134344927114	11343449271148
868026019	8680260195
142438116649	1424381166496
465003211779518	4650032117795181
739528477399275501	7395284773992755013
0506120755190	05061207551900
5788265635817267	57882656358172676
695533	6955330
733528	7335284
601891	6018915
3630670456647633	36306704566476331
195643436308255	1956434363082555
463616	4636163
9907478	99074780
672708778404	6727087784049
7116553361091505	71165533610915052
18711068415313	187110684153135
6016735932244	60167359322442
32852280	328522800
48497456	484974563
01376699429701004	013766994297010045
49420565361952	494205653619526
9162297438168517	91622974381685174
156313720287734863	1563137202877348635
11470810230100968	114708102301009680
42629851012	426298510125
6106299728556	61062997285563
103115967606888	1031159676068884
860820485	8608204854
922268437085274587	9222684370852745877
4551827656804	45518276568046
7497200	74972009
8219839	82198395
4519563	45195634
615918	6159180
16675458877737260	166754588777372602
90505906011400	905059060114008
2855499965855	28554999658553
938239017247	9382390172479
488072444	4880724444
67577333915658221	675773339156582219
810075683022	8100756830220
595895	5958954
587022538743362	5870225387433623
1437473	14374731
6589161512698014	65891615126980143
855295818211350594	8552958182113505945
4394087	43940879
018047251696	0180472516962
67717104166821274	677171041668212741
75756979070060	757569790700602
867430	8674301
801540982655538975	8015409826555389753
69076291864017480	690762918640174807
9048033608151531	90480336081515312
8224183535995295	82241835359952955
799554	7995541
5403093	54030939
06747703531936	067477035319367
12712326	127123263
4082988672778568	40829886727785682
54483689625072243	544836896250722434
7925984771	79259847717
204120140	2041201401
8647598914	86475989140
3408950	34089502
64308713459553904	643087134595539044
560411451673	5604114516739
582159	5821590
935798536546617	9357985365466179
812725890993	8127258909939
746766553121	7467665531210
8543940819020	85439408190203
8347794	83477947
91397972985782930	913979729857829307
2354891	23548911
50895238160991	508952381609915
76954584261	769545842613
55854373210435	558543732104356
9285565198270525	92855651982705256
0547503	05475032
62840214515	628402145159
848028873104301	8480288731043017
8040755431957	80407554319575
157154135	1571541354
7005521270195	70055212701956
7102004	71020043
4514578391230	45145783912303
421706263107810201	4217062631078102012
2344793886	23447938863
1898144	18981443
6445332734	64453327344
09564500	095645008
5249915782227268	52499157822272685
28290034304	282900343042
45571764174	455717641745
0313892	03138928
9365679006344	93656790063440
31485363	314853631
5627739526955	56277395269552
97313995889928189	973139958899281890
458089351542	4580893515426
8171931158436	81719311584365
8320391065943201	83203910659432018
9726858598372351	97268585983723514
9462335988359	94623359883592
587809189897	5878091898977
423180059	4231800599
6331676055042	63316760550420
406646013985626920	4066460139856269200
305001676495	3050016764955
3307527586291723	33075275862917233
9400518041276	94005180412769
48365314	483653143
88753948580597	887539485805977
93096039	930960398
9147024712079	91470247120798
91098304389231419	910983043892314195
248665271	2486652714
934357843	9343578436
6440014	64400146
986584376675989	9865843766759891
62564681925847394	625646819258473945
78106254994	781062549940
38657374	386573745
42811436	428114367
81660643	816606438
117050271199813061	1170502711998130616
954312404382868319	9543124043828683194
332406919392083	3324069193920839
99491973742916337	994919737429163370
1118781261676	11187812616765
993880897	9938808970
6308986124803	63089861248036
497391223615	4973912236159
5975796	59757966
42963819	429638190
5774395	57743958
3846548	38465482
1200011241	12000112412
58504041146959	585040411469595
27916474	279164743
803388638771046	8033886387710460
5806576604146	58065766041463
121153794078575	1211537940785752
2390889983582130	23908899835821307
19089046466536810	190890464665368107
93799287752610149	937992877526101491
31479983702	314799837025
946779758113713003	9467797581137130033
702431840	7024318402
581149569640	5811495696408
583922	5839220
959195	9591959
074545027789429	0745450277894295
62017425634746	620174256347462
66897621	668976210
62807903673237	628079036732374
158863	1588631
685192541	6851925413
59387588285177	593875882851775
2193255	21932553
22908545097435415	229085450974354152
493431298833	4934312988336
4637809920	46378099207
9456005913982875	94560059139828751
764161088	7641610881
86241584506242729	862415845062427298
05341168330	053411683303
6185455826590688	61854558265906889
2652427481481614	26524274814816149
776021318604	7760213186044
034185262	0341852622
584727514541	5847275145414
9918187	99181879
688889088755917530	6888890887559175307
0848503	08485034
187862805280	1878628052803
0075364013456255	00753640134562554
881748	8817488
428293495713644	4282934957136447
47393166178	473931661781
68890583437623052	688905834376230524
29116236826	291162368262
4874736200488631	48747362004886314
6648615	66486157
290752	2907525
68797971	687979716
14662811277908332	146628112779083329
934359268	9343592688
947960267573580331	9479602675735803312
809619710	8096197101
67373323	673733234
5261012	52610129
807568	8075681
347743	3477437
54390446995889	543904469958893
13923327837036	139233278370367
835299142	8352991428
421466544983596413	4214665449835964139
59752358201872	597523582018727
22955907562449627	229559075624496277
80483159	804831592
108361983603354	1083619836033541
5820144923	58201449236
82224931626	822249316268
862477015439	8624770154390
85703007195942156	857030071959421566
7449364228021	74493642280214
27022495	270224959
5416674415753	54166744157537
6949682014	69496820148
94209818878838404	942098188788384041
316870998970490220	3168709989704902204
827563176	8275631766
755615755315	7556157553151
0548125	05481258
3192571470035542	31925714700355426
74914439687564	749144396875645
18145900	181459009
497688378478	4976883784784
52549932931348924	525499329313489243
3011668242	30116682425
9458291643707	94582916437072
845503397238446	8455033972384461
9748675738843094	97486757388430948
621225	6212252
32965329364490	329653293644902
097965	0979658
32502132218	325021322185
9149886507079	91498865070795
29552407158	295524071588
643645080704	6436450807045
5178852935067	51788529350675
287992	2879922
86040957	860409572
728378	7283781
18686177	186861779
44858961	448589614
52208535	522085356
0507441989976083	05074419899760831
53672735260	536727352602
6515415048	65154150489
707880901	7078809011
0528643837369	05286438373693
75713730718292452	757137307182924521
6575721	65757213
617120525069	6171205250692
933820235	9338202350
12036497	120364971
19063773841925241	190637738419252416
176626466552243843	1766264665522438437
18605483802547	186054838025479
8588691360269	85886913602694
23163813791574524	231638137915745245
674687371415428802	6746873714154288023
9955989515536377	99559895155363773
628871713477	6288717134774
29487143	294871439
975173485337190	9751734853371906
69216257807	692162578076
309325204	3093252043
975448556	9754485560
52666715907409490	526667159074094903
67703976008965	677039760089656
16519517818824	165195178188248
77731790	777317900
56963560103	569635601036
208284606230142	2082846062301420
49343190335	493431903358
243126317739253032	2431263177392530328
922044796	9220447961
18326932128006	183269321280067
48244267983	482442679831
199190253802	1991902538023
645274	6452742
8771109412158	87711094121585
